customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Y9OY-0SHYK,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),72.34,2458.27,No
Y9S9-PSGQ9,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),83.48,5962.14,No
YA99-9J7AJ,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,75.05,2189.75,Yes
YAI4-WWSC2,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),64.75,726.97,Yes
YAM9-5JNR4,Male,1,No,No,55,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.91,4844.47,Yes
YAU7-TJL4V,Female,1,Yes,No,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),81.13,4186.82,Yes
YB1O-E8FGM,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,210.54,No
YB3V-KGPZ4,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,99.79,3534.81,No
YBU4-AW4IC,Female,0,No,No,58,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),52.95,3009.93,No
YC3P-V4YQ9,Female,0,No,No,69,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),70.52,4857.46,No
YC67-0S0LE,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),51.15,138.22,No
YCBB-COGQE,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.58,1393.39,No
YCHH-UYNT3,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),68.88,34.69,Yes
YCST-785MR,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,60.34,120.42,No
YD1L-FMMMC,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.0,112.13,Yes
YDB9-NYK7Y,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),59.08,4219.09,No
YDJM-THDUY,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),89.33,3078.76,No
YDJW-MQ6GJ,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),74.22,3689.32,No
YDUM-NS97Z,Male,0,Yes,No,22,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.85,1330.02,Yes
YE62-XE3VS,Male,1,Yes,No,52,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),50.95,2666.83,No
YE77-YLBNK,Female,0,No,No,57,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),71.41,4121.15,No
YEAF-K4YGY,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.5,2986.69,Yes
YEBW-D2GS6,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,66.63,611.37,No
YECP-RPN49,Female,1,No,No,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,37.71,86.22,Yes
YEM6-WBGLS,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),82.87,130.91,No
YENN-8J2VT,Female,0,No,No,47,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,51.53,2372.99,No
YEP6-FPWF2,Male,1,No,No,42,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,103.86,4336.78,Yes
YF3A-MCPZM,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,100.84,5862.19,Yes
YFAV-UI004,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.36,2189.74,Yes
YFBV-2UI08,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,240.04,No
YFCU-S8S9W,Female,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.19,18.8,No
YFH7-SXN7I,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,30.85,183.02,Yes
YFXN-8T16S,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,73.29,4174.88,No
YG9I-CNFLF,Male,1,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.29,2717.17,Yes
YGHW-EE5P0,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.47,362.96,Yes
YGQJ-GIY2I,Male,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,73.08,3494.67,Yes
YGWO-SR7DG,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.47,231.01,Yes
YH7H-86TCO,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.19,134.29,Yes
YHSD-295W0,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,98.44,5047.86,Yes
YHVZ-UGBZ8,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.97,98.22,No
YHXK-7N6W5,Male,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.67,278.91,No
YHZN-QBUNR,Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,76.06,4398.89,Yes
YI0Y-MJ4ZP,Male,0,No,No,52,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,23.84,1222.49,No
YIDI-0I01J,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,63.2,383.38,Yes
YIGL-6F753,Female,0,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.5,2350.12,Yes
YIGO-MM0JA,Female,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.15,132.48,Yes
YIHC-YF4KL,Male,0,Yes,Yes,60,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,46.1,2772.12,Yes
YILR-EHLA2,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,71.83,4858.35,No
YINN-BOEO3,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),74.82,878.83,No
YJ5D-8WACC,Female,0,No,No,58,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),47.5,2764.41,Yes
YJEV-DSNAY,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,35.11,18.8,No
YJH3-SI7R8,Male,0,No,Yes,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.32,3452.85,No
YJKU-7KZ06,Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,83.62,389.68,No
YJOX-TF74D,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,42.7,1902.87,No
YJWV-0VMK6,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),72.27,236.26,No
YK3F-8P3GF,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),84.73,3296.01,No
YK45-9Z6WO,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),75.3,3621.36,No
YK90-FZFP9,Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,38.03,92.98,No
YK93-UIKYD,Female,1,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,68.16,4713.43,No
YKD0-LNYP1,Male,0,No,No,25,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,44.31,1111.29,No
YKL6-070GV,Female,0,No,Yes,42,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,52.77,2321.05,No
YKYE-OIVNF,Male,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.78,474.44,Yes
YKZA-S8ZRM,Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.66,2740.24,No
YLDF-6XUUB,Female,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.38,2979.69,Yes
YLMA-072OI,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.9,2171.66,Yes
YLPA-533T1,Female,0,Yes,No,44,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),56.68,2506.67,No
YLR9-9LW1I,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.83,4402.19,No
YLWZ-2DQT5,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),43.7,292.87,Yes
YM4E-V9PSO,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.71,367.31,Yes
YMBG-DUG1O,Female,1,Yes,No,50,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,53.38,2638.66,Yes
YMF0-587PO,Male,1,Yes,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.12,4870.54,Yes
YMJ1-PPKSU,Female,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.83,486.79,No
YMJA-V146N,Male,1,Yes,Yes,60,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,45.71,2626.72,No
YMKV-ODMJ8,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.67,66.13,Yes
YMNP-NTB3H,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,18.8,Yes
YMPO-YX4HW,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.61,1291.22,Yes
YMTI-TNCKC,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,61.69,86.85,Yes
YMTO-QDG19,Male,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.54,64.24,Yes
YMVC-GFVYY,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,77.44,Yes
YMWX-SFLOV,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.8,2680.77,No
YMZB-4DBPP,Female,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,68.88,366.92,Yes
YN61-8FMW5,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.75,5927.34,No
YNFB-FS56A,Male,1,No,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,80.88,3097.77,Yes
YNFC-C8LV8,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.31,46.12,No
YNSW-AE1IX,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,55.68,3353.05,Yes
YNXP-P5IDU,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.66,4900.85,Yes
YO18-CJVU9,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.48,1365.73,No
YOU8-ZJORN,Female,0,Yes,No,50,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.32,4878.5,Yes
YOWC-YABAL,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.86,284.49,Yes
YOWU-HRBGJ,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,76.93,434.5,Yes
YP59-C9MJ7,Female,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,43.2,3173.46,Yes
YP7I-4UTSG,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),77.64,4199.84,No
YPHD-K36X7,Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.6,1514.82,No
YPO7-GFYHO,Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.03,2385.89,No
YQ69-QHJEU,Male,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,62.16,2356.48,Yes
YQR7-2AUIS,Male,0,No,Yes,38,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.66,2412.8,No
YR3W-9J338,Female,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),37.1,1339.35,No
YR6R-IJXJU,Female,1,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.35,411.51,No
YRJR-BXEDK,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),81.88,1115.34,Yes
YRNO-MFI60,Female,0,No,Yes,65,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,63.68,4178.73,No
YRRZ-38FMZ,Male,0,No,No,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,48.8,725.56,No
YRWI-81JE4,Female,0,No,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,113.68,5106.4,Yes
YS5Y-6KN8M,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),72.43,3541.6,Yes
YS7E-9SIF0,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.99,129.48,Yes
YSVZ-C5UHY,Male,0,No,No,58,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,68.89,4030.51,No
YT3O-NVYQN,Male,1,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,38.76,1792.28,No
YT8V-IL4GA,Male,0,No,Yes,46,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.29,2973.75,Yes
YT91-9YTNX,Male,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.45,1088.37,Yes
YTFI-GSJGE,Female,1,Yes,No,45,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),35.51,1556.23,No
YTG2-AKNX3,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.97,928.73,No
YTIJ-070TX,Male,0,Yes,No,48,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,48.89,2308.75,No
YTN3-W462Y,Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),57.4,2844.46,No
YTNS-NW32P,Female,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),68.54,122.16,Yes
YTST-ZGRT4,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.22,399.76,No
YU1Y-VB8JZ,Male,0,Yes,No,56,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.87,2861.7,No
YU9Q-5I26P,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.83,1774.74,No
YUE3-XXKZ0,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.01,1026.47,Yes
YUHN-7SJJR,Female,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.7,6409.66,Yes
YUJ1-F5DBP,Male,1,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,54.07,296.99,Yes
YUJL-D4KT8,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,82.26,699.25,No
YULB-IJUJ0,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.17,613.83,Yes
YUND-7US8L,Female,1,Yes,Yes,36,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,61.82,2227.35,Yes
YUNH-U6KTX,Male,1,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.78,88.61,Yes
YURL-7HK3L,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.36,5767.65,Yes
YUUJ-I4N4J,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,61.14,4254.49,Yes
YUWG-TVW55,Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,86.21,4465.72,Yes
YUX3-GTKBT,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.8,3948.02,Yes
YVGQ-6V74T,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,18.8,Yes
YVUC-BWE7U,Male,0,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),95.48,1488.34,Yes
YW8Q-BFNHL,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),57.0,389.15,No
YWG0-VK0NV,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.15,45.53,Yes
YWI1-OITAK,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),53.53,194.73,No
YWKC-ISFTP,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.41,355.72,No
YWOJ-HOVFJ,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,89.4,2959.12,No
YWRG-R9N0W,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),116.5,8345.96,No
YX0Q-UXS2R,Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.55,1355.89,No
YX6L-3OZ1N,Female,1,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,106.59,3229.53,Yes
YX7E-ZSKAR,Male,0,No,No,32,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.96,1646.95,No
YXH0-LJ5MU,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.85,1122.87,Yes
YXH2-8115K,Male,1,No,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,66.79,4055.63,Yes
YXMJ-660NF,Male,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.91,3795.08,Yes
YXR2-QNXHG,Female,1,No,No,12,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),42.03,547.98,No
YXXV-NIZJN,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.87,2287.86,Yes
YY23-0S8QB,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.72,4912.92,No
YY4J-1VP9L,Female,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,53.4,976.64,No
YYC0-00SQT,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,66.52,1723.95,Yes
YYMM-9SL1Y,Male,0,No,No,33,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),60.25,2045.19,No
YYYY-21KQU,Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.74,4163.65,No
YZPH-T0S6Q,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.24,73.37,Yes
YZUM-3W76P,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.37,36.11,Yes
Z00C-8O1SS,Male,0,No,No,7,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,39.99,269.2,Yes
Z028-9AFBK,Male,0,No,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.18,5947.47,Yes
Z041-DXLM3,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.35,990.51,No
Z05H-LE99L,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.8,3836.56,No
Z089-9GV1T,Male,1,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.27,1195.59,No
Z0AQ-JM07L,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.8,18.8,No
Z0E3-Y614Y,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),74.49,134.68,Yes
Z0MB-JUSA2,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,1244.65,No
Z0N4-NM3OW,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),79.64,897.27,Yes
Z0QZ-R8R3H,Male,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.7,1913.02,Yes
Z0UV-DH3C8,Female,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,67.77,1222.57,No
Z0Z1-I33OQ,Female,1,No,Yes,52,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.66,3770.65,Yes
Z17N-8DATS,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),69.59,5069.59,Yes
Z1JS-Q5K53,Female,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.9,174.69,No
Z2EK-8OI97,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.1,2107.82,Yes
Z2I3-HULJ4,Male,0,No,No,45,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.34,3120.03,No
Z307-L8M3P,Male,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.4,1247.17,No
Z3DL-2ZKB8,Male,0,Yes,No,22,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),18.25,360.97,No
Z3RU-WJIQM,Male,1,No,No,40,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,73.47,2987.47,Yes
